ID,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,fold10,domain1,domain2,domain3,domain4,domain5,domain6,domain7,domain8,domain9,domain10,superfamily1,superfamily2,superfamily3,superfamily4,superfamily5,superfamily6,superfamily7,superfamily8,superfamily9,superfamily10,family1,family2,family3,family4,family5,family6,family7,family8,family9,family10,class
GSM1010948,-5.03196334838867,-10.3752756118774,1.15656971931458,4.67464590072632,-9.60531902313232,13.2243690490723,-8.53386783599854,5.03287553787231,-12.5842542648315,2.83148765563965,-0.11071851849556,0.406913071870804,-0.831663906574249,0.33895006775856,-1.16325318813324,-1.25043737888336,2.06128549575806,-4.11524534225464,0.845981001853943,1.27087140083313,2.18569326400757,0.899909853935242,-2.74111580848694,-1.25385594367981,-1.47584307193756,-1.30282521247864,-1.90557193756104,-2.12507081031799,-0.656715512275696,-2.93528747558594,-0.415982723236084,-0.347084909677505,0.950599312782288,0.641263604164124,-0.593083024024963,-0.282182723283768,-0.0918259173631668,-0.115395411849022,-0.197119534015656,-0.0824588164687157,1.21438944339752,-1.82746315002441,-0.220199644565582,0.75154459476471,-1.38794136047363,-1.55587959289551,-1.13362503051758,-0.17792147397995,-1.40928208827972,-0.138441562652588,Ovary
GSM1010956,-5.50979900360107,6.60771322250366,-13.251428604126,2.35744285583496,-8.45514965057373,32.9321327209473,-15.881308555603,-0.140063405036926,-43.9750137329102,12.8967790603638,-0.000225242227315903,0.373959183692932,-0.763176739215851,0.124041728675365,-1.50810658931732,1.0390590429306,1.7876216173172,-3.23586416244507,0.561757028102875,0.778575301170349,0.863588213920593,-0.00558551028370857,-0.637132167816162,-1.04100823402405,-0.534003019332886,-1.11294567584991,0.779918193817139,-0.5850550532341,0.551916599273682,-0.429788440465927,-0.379363685846329,-0.60125070810318,1.36159384250641,0.234402224421501,-0.857615888118744,-0.876062154769897,-0.422170788049698,-0.0018988624215126,0.981566548347473,0.992342174053192,0.501771211624146,-0.759616076946259,-0.209968984127045,0.621181190013885,-0.43033903837204,-0.590650022029877,-0.570119142532349,0.173604235053062,-0.110163569450378,0.448573142290115,Esophagus
GSM1010976,9.46951961517334,-1.60862183570862,-3.74270176887512,-1.11132383346558,-7.03503131866455,13.8691997528076,-8.85869884490967,7.34312725067139,-21.1521644592285,14.8646030426025,-0.670969843864441,0.581517398357391,0.109021313488483,-0.175302475690842,-1.147301197052,0.367733716964722,0.971244156360626,-2.18310284614563,0.0312798134982586,0.803068041801453,0.911170899868011,0.792405903339386,-2.12459802627563,0.188949510455132,-0.924948751926422,-1.74872386455536,0.682316720485687,0.139665752649307,1.4673525094986,-0.712001442909241,0.409842848777771,0.125937417149544,0.878438591957092,1.09969103336334,-1.09660315513611,-0.844294369220734,-0.710808038711548,-1.01984941959381,0.639323770999908,0.145365059375763,0.482418298721313,0.150120735168457,-0.291639178991318,0.158752232789993,-0.551508843898773,-1.57121050357819,-0.432046175003052,-0.595463395118713,-0.117496803402901,1.0102105140686,Spleen
GSM1098330,5.80658054351807,-17.0288639068604,-30.4625873565674,43.2432098388672,-46.7366561889648,40.0717582702637,13.0682973861694,18.1874675750732,-9.35417079925537,45.7587928771973,-0.707026243209839,0.0996955037117004,-0.0341645106673241,0.453460961580276,0.0214449521154165,-1.12080645561218,0.459581196308136,-1.54333221912384,-0.292082816362381,-0.5491823554039,2.53566670417786,0.575949549674988,-9.03982162475586,-2.1823456287384,-2.01895380020142,-3.32506442070007,-4.37428331375122,-2.81532406806946,-3.35350370407104,-5.05996465682983,-1.18218290805817,-0.43260857462883,0.961373329162598,1.2536484003067,-0.770887613296509,-0.513271868228912,0.0843145921826363,-0.659164309501648,0.004795266315341,0.0801743492484093,2.20958352088928,-2.32134366035461,-0.765395402908325,1.48889768123627,0.254434823989868,-1.44138550758362,-0.114941783249378,-0.31139600276947,-0.194738954305649,1.1544269323349,Adipose
GSM1120313,18.0089664459229,-6.55767822265625,3.86520171165466,10.5912237167358,-8.29203224182129,9.88503932952881,-6.29510927200317,-3.36975574493408,-21.0420875549316,16.1441593170166,-0.856967508792877,0.188377529382706,-1.77105271816254,0.932545363903046,-1.84032249450684,1.09809792041779,2.67547821998596,-2.8863263130188,-0.404626935720444,1.43720078468323,0.896723687648773,0.0656638443470001,-1.42769539356232,-1.66332387924194,-0.654618620872498,-1.73251354694366,1.88250303268433,-0.578454077243805,1.65371143817902,-0.545913457870483,0.169276356697083,0.645967721939087,0.945230960845947,0.197553008794785,-1.01320266723633,-1.51416194438934,-1.22764015197754,-0.276223003864288,2.53120422363281,1.42227709293365,0.0577786341309547,0.0909791067242622,-0.31089523434639,0.379095286130905,-0.364558756351471,-1.37830424308777,-0.47748202085495,0.121738582849503,0.0359597951173782,1.09420108795166,SmallIntestine
GSM1120316,8.39023971557617,0.0542844533920288,-3.63365411758423,-2.0047025680542,-5.9258861541748,12.6809558868408,-7.68115139007568,5.96081447601318,-20.0622844696045,14.2511854171753,-1.49682331085205,0.837268233299255,-0.650867223739624,0.749108374118805,-1.21426808834076,0.828044652938843,1.56909251213074,-2.46743202209473,0.0755980461835861,0.952131867408752,0.886572003364563,0.874064981937408,-1.582310795784,0.257168829441071,-0.848579406738281,-1.46423268318176,0.4827481508255,0.0119685754179955,1.14826607704163,-0.602636814117432,0.457064241170883,0.331326365470886,0.940415382385254,1.24999701976776,-1.28073716163635,-1.07726788520813,-0.864876985549927,-1.07463443279266,1.08974802494049,0.167900621891022,0.473639488220215,-0.0292224660515785,-0.327721387147903,0.2751544713974,-0.461403697729111,-1.15307104587555,-0.452959477901459,-0.470043390989304,-0.00625383574515581,0.880087375640869,Spleen
GSM1120317,9.19019031524658,-0.379599034786224,-4.03581190109253,-1.11791849136353,-7.87823009490967,14.6411170959473,-9.40867042541504,6.63615322113037,-21.5135116577148,15.91233253479,-1.09096086025238,1.03729009628296,0.0303101316094398,-0.0339067950844765,-1.65437507629395,0.987399935722351,1.39470851421356,-2.88684225082397,0.180030032992363,0.922687947750092,1.28279447555542,1.17578637599945,-2.37482619285583,0.57446950674057,-1.16915929317474,-2.0564968585968,0.450495421886444,0.206665009260178,1.46281671524048,-0.703899383544922,0.365517556667328,0.324789494276047,1.13372159004211,1.20788586139679,-1.39377450942993,-1.04271399974823,-0.879739284515381,-1.06699311733246,0.834680378437042,-0.0243635550141335,0.564540386199951,0.085728295147419,-0.27947410941124,0.218480944633484,-0.666299164295197,-1.35868847370148,-0.528809905052185,-0.597241878509521,-0.0331999361515045,0.930686175823212,Spleen
GSM1128650,-2.55252480506897,-37.2349586486816,-6.44216966629028,18.0192775726318,-7.61335277557373,18.7478713989258,-7.67953157424927,11.3650884628296,-16.1820545196533,2.2507848739624,-1.1021466255188,0.724107325077057,-3.92466044425964,2.21686625480652,-2.93411993980408,1.571732878685,4.54761457443237,-4.63233661651611,0.165463969111443,2.23465323448181,4.35880041122437,2.11629843711853,-2.69188570976257,-6.04100036621094,-2.06473708152771,-1.58143198490143,-1.5172119140625,-4.84441661834717,0.212584912776947,-4.57931327819824,-0.81993156671524,0.165452137589455,2.21532583236694,-0.0692204907536507,-1.32664239406586,-2.64827966690063,-1.54338753223419,0.402078717947006,3.96175408363342,1.21309888362885,3.31521797180176,-4.57487726211548,-1.58810603618622,3.74761891365051,-0.323210746049881,-1.12370693683624,-1.08960890769958,1.47869253158569,1.43563175201416,1.81414484977722,Adipose
GSM1131539,19.2876739501953,-6.82131195068359,-4.39304447174072,20.9783935546875,-0.0711886659264565,19.2192687988281,-6.53702068328857,-6.15191555023193,-37.7294731140137,18.5472507476807,0.00167425349354744,0.342892974615097,-0.0496808513998985,0.258940875530243,-0.663551092147827,0.430637210607529,0.798415958881378,-3.08196091651917,0.690206944942474,-0.0648519843816757,0.167983815073967,-0.213745355606079,-1.46353089809418,-0.327062904834747,-0.506702065467834,-1.70493745803833,0.712934494018555,-0.681875646114349,0.453300982713699,-1.3430757522583,-0.322997957468033,-0.613836586475372,0.68250322341919,0.598255932331085,-0.212025135755539,-0.654270827770233,-0.487778395414352,-1.01998817920685,0.0817849487066269,0.137339681386948,1.67049884796143,-1.4298003911972,-0.276499718427658,0.865105152130127,-0.0813891068100929,-0.931427299976349,-0.225859850645065,-0.678391814231873,-0.328008234500885,0.718118786811829,Colon
GSM1131540,19.7124938964844,-6.20455169677734,-4.42014694213867,21.2684135437012,0.732922196388245,19.0517959594727,-6.0991997718811,-6.92021465301514,-37.043758392334,19.2861289978027,0.382626831531525,0.300337970256805,-0.412762016057968,0.63687664270401,-0.508658945560455,0.313632428646088,0.54442423582077,-3.90273380279541,1.42149138450623,-0.0970726013183594,0.328158318996429,-0.340697944164276,-1.66621148586273,-0.282857567071915,-0.586233079433441,-1.94695138931274,0.616025924682617,-0.668536007404327,0.267805278301239,-1.40718472003937,-0.54557329416275,-0.760350942611694,0.736156821250916,0.818077743053436,-0.017170237377286,-0.959042608737946,-0.374593466520309,-0.935814619064331,0.238369569182396,0.315216362476349,1.65046215057373,-1.52590250968933,-0.328004747629166,0.919419407844543,0.00468651205301285,-0.943338692188263,-0.202930435538292,-0.607891082763672,-0.292265444993973,0.774584650993347,Colon
GSM1154038,18.2607440948486,-12.4214696884155,7.51543283462524,9.46171283721924,10.618971824646,16.2779483795166,-18.4738674163818,-3.33506441116333,-26.7005767822266,13.2258930206299,0.189038157463074,-0.516952812671661,-0.348216950893402,0.403907716274261,-0.595973432064056,-0.581599771976471,1.43797028064728,-2.63110065460205,-1.22082984447479,0.052628468722105,12.3829069137573,0.0514658614993095,-0.49773120880127,-4.89580249786377,-9.19315528869629,-10.942723274231,-1.2063581943512,-4.784499168396,-5.75565052032471,1.78279316425323,0.0675177425146103,-1.63257014751434,1.44084370136261,-0.308375477790833,-1.74058997631073,0.0490857064723969,-1.20635664463043,-1.60936188697815,0.416840314865112,1.92119383811951,3.52566170692444,-2.25081348419189,0.972728848457336,1.29463970661163,-0.719313740730286,-0.503726720809937,-0.524385035037994,-0.950462937355042,-0.916726887226105,-0.113418564200401,Prostate
GSM1156943,74.9450531005859,-11.5507707595825,-59.3187561035156,108.735542297363,-72.4272003173828,47.8502235412598,36.8534164428711,-17.0902309417725,-27.2802562713623,119.725944519043,1.15583992004395,0.75499552488327,-1.63407695293427,0.94419139623642,-1.55224978923798,-0.73985081911087,2.03583312034607,-3.35735464096069,-0.585086524486542,-1.02236437797546,1.06228148937225,-1.34529221057892,-1.23900401592255,-1.97029364109039,-2.10176253318787,-4.08222579956055,0.746796607971191,-1.24392557144165,-2.52809715270996,0.56181263923645,-1.368088722229,-0.689023673534393,0.262893259525299,0.292157739400864,-0.847803473472595,-1.03963696956635,-1.01154696941376,-1.97697496414185,1.97519898414612,1.18300783634186,2.64196562767029,-2.22312712669373,-0.21492600440979,1.77962231636047,0.0719714984297752,-0.523472428321838,-0.251703679561615,0.0350766330957413,0.675229370594025,1.11057782173157,Brain
GSM1157685,74.5945587158203,-10.7932271957397,-59.3439292907715,108.751472473145,-72.4518203735352,47.7878112792969,37.0613555908203,-17.526876449585,-27.2377738952637,119.672286987305,1.30981576442719,0.700950384140015,-1.59244740009308,0.89696604013443,-1.60081887245178,-0.691887259483337,2.11566424369812,-3.55799388885498,-0.645744502544403,-1.07079410552979,1.25150752067566,-1.29379761219025,-1.12029469013214,-1.99244105815887,-2.1771981716156,-4.06355285644531,0.662924528121948,-1.27861595153809,-2.51744270324707,0.585737884044647,-1.51048135757446,-0.780976176261902,0.280193626880646,0.179234638810158,-0.829917132854462,-0.96503746509552,-1.02896046638489,-2.01536250114441,1.91193759441376,1.05327975749969,2.65118527412415,-2.22269105911255,-0.183081716299057,1.75012981891632,0.013122171163559,-0.509818196296692,-0.270804882049561,0.0185925737023354,0.600979387760162,1.0299106836319,Brain
GSM1157698,74.5260772705078,-10.351788520813,-58.2510528564453,107.30712890625,-72.086181640625,47.227912902832,36.5981025695801,-17.469554901123,-26.8508110046387,119.087348937988,1.20064210891724,0.736361503601074,-1.44623672962189,0.821635007858276,-1.51620066165924,-0.647527813911438,1.93641865253448,-3.29612183570862,-0.522370755672455,-0.95897364616394,0.903915584087372,-1.1650048494339,-1.06143939495087,-1.53078544139862,-1.77810144424438,-3.5543212890625,0.771538496017456,-1.00900411605835,-1.98566806316376,0.452601820230484,-1.48637592792511,-0.596050143241882,0.190104201436043,0.226526811718941,-0.69384503364563,-0.988796710968018,-1.02915167808533,-1.95976066589355,1.92764616012573,0.97737067937851,2.57362675666809,-2.11901593208313,-0.145348146557808,1.68450629711151,0.0100477859377861,-0.479872912168503,-0.257877022027969,0.00541383028030396,0.583749532699585,0.997398614883423,Brain
GSM1173237,1.72099280357361,6.37132835388184,-10.9266767501831,17.249490737915,-9.02920722961426,32.8693008422852,-15.7691164016724,-6.7340145111084,-38.3862266540527,15.5933198928833,0.659983515739441,0.443936258554459,0.411043167114258,-0.456061244010925,-1.53723061084747,1.22839939594269,0.893677175045013,-3.52498602867126,0.261413216590881,-0.451222807168961,4.32776594161987,-0.302012860774994,-2.72654247283936,0.345782935619354,-3.21416139602661,-5.8496356010437,0.0546843186020851,-0.591962456703186,-1.25610601902008,0.502188980579376,-1.47428441047668,-1.33257794380188,1.18614459037781,0.149333864450455,-0.866542458534241,-0.459995806217194,-0.627967894077301,-1.21543323993683,0.257999837398529,0.59379905462265,2.39712166786194,-1.7205628156662,0.141201943159103,1.034623503685,-0.222892761230469,-0.82593309879303,-0.290334850549698,-0.762049794197083,-0.383120864629745,0.713101267814636,Esophagus
GSM1173238,7.86749267578125,-1.96043133735657,-14.9512252807617,31.6826477050781,-23.0976829528809,33.3012161254883,-10.1162881851196,-5.32369041442871,-35.4744873046875,22.566089630127,0.178040742874146,0.348854601383209,0.481674581766129,-0.36595344543457,-0.832287669181824,0.136875599622726,0.334345817565918,-3.01107025146484,0.572640359401703,-0.71666431427002,2.26894068717957,-0.692037463188171,-5.41490125656128,0.895612955093384,-2.2490611076355,-5.75385475158691,-0.997722029685974,-0.74587494134903,-2.39008903503418,-1.67668783664703,-1.64883852005005,-1.62766909599304,1.39134168624878,0.778995513916016,-1.03353559970856,-0.550106883049011,-0.452236384153366,-1.4668869972229,-0.340690314769745,0.427417367696762,3.11004114151001,-2.06888723373413,-0.198232352733612,1.16786730289459,-0.588180840015411,-1.7731077671051,-0.528934478759766,-1.4059807062149,-0.694301784038544,1.28496360778809,Esophagus
GSM1177219,-2.17885112762451,-12.4910202026367,0.680657863616943,4.9283013343811,-7.20823287963867,13.2100610733032,-8.10778713226318,5.79905557632446,-14.6481056213379,3.34628534317017,-0.517804563045502,-0.110617429018021,-0.471798032522202,0.60253781080246,-0.115410014986992,-0.263333976268768,1.61714911460876,-2.88825535774231,0.309694021940231,-0.0454444326460361,0.560071051120758,0.240357667207718,-1.31739890575409,-0.622550845146179,-0.610955119132996,-0.921179831027985,-0.170794427394867,-0.847075641155243,0.043995812535286,-1.3810852766037,0.0587729215621948,-0.662967622280121,0.873868227005005,0.567396342754364,-0.311801463365555,-0.471204698085785,-0.0264322031289339,-0.34300172328949,-0.169391915202141,0.155769824981689,1.52802395820618,-1.58118867874146,-0.352921426296234,0.785321354866028,-0.415988951921463,-1.15526616573334,-0.409065455198288,-0.515293061733246,-0.763849258422852,0.371836423873901,Prostate
GSM1185640,11.4586791992188,-20.087818145752,-9.22957611083984,13.6217908859253,-5.23703718185425,27.1353378295898,-15.8238229751587,9.41385173797607,-34.8974685668945,16.110408782959,-0.922698616981506,0.0369771383702755,-0.40369313955307,2.53103518486023,0.695035994052887,0.398416936397552,2.00758004188538,-4.15700674057007,-0.833246886730194,0.227535843849182,0.384713768959045,0.340997904539108,-1.53430140018463,-0.24134823679924,-0.576679527759552,-1.52078557014465,0.438351094722748,-1.07567381858826,0.595089673995972,-1.85672342777252,0.245535612106323,-0.691402196884155,0.655849814414978,0.429772943258286,-0.507932484149933,-0.804970026016235,-0.549940586090088,-1.31764423847198,0.845325350761414,0.0892507210373878,0.920849740505219,-1.01926839351654,-0.117720127105713,0.529541790485382,-0.497989684343338,-0.688733100891113,-0.450801283121109,-0.263784497976303,-0.526127338409424,0.182074427604675,Thyroid
GSM1185642,11.5587129592896,-20.7968902587891,-10.8517055511475,14.8791189193726,-5.67563152313232,26.9276027679443,-13.4953718185425,9.27829837799072,-35.2839279174805,16.4308891296387,-1.14390516281128,0.114918529987335,-0.765068829059601,2.66087985038757,0.606490671634674,0.394576549530029,1.77425503730774,-4.55026817321777,0.121500983834267,0.432114511728287,0.350320011377335,0.302227735519409,-1.57219886779785,-0.089259997010231,-0.602525413036346,-1.43518590927124,0.230533629655838,-0.86267876625061,0.421333849430084,-1.6965833902359,0.39107272028923,-1.17177748680115,0.944860339164734,0.458497017621994,-0.84538459777832,-0.68095326423645,-0.122064001858234,-1.06876301765442,0.716018676757812,0.428263574838638,0.949707627296448,-1.2793595790863,-0.212853521108627,0.641209840774536,-0.557475864887238,-0.891585230827332,-0.545598387718201,-0.199823498725891,-0.662583589553833,0.213162064552307,Thyroid
GSM1185643,5.07501745223999,-15.3530654907227,-11.8941307067871,8.44618701934814,-0.762167572975159,20.6189117431641,-7.78205060958862,7.6735577583313,-25.7059783935547,9.75916576385498,-1.78291487693787,0.769996225833893,-1.42629563808441,1.65039491653442,-0.726768910884857,1.8012535572052,2.64497208595276,-3.85922884941101,0.691092014312744,-0.226268261671066,-0.0156797990202904,0.185916513204575,-0.874888956546783,-0.0761256515979767,-0.301214426755905,-1.05083382129669,0.558504223823547,-0.349161386489868,0.449434846639633,-0.781607985496521,0.452727943658829,-0.691601753234863,1.24009442329407,1.20011854171753,-1.06199824810028,-1.90463626384735,-0.683069288730621,-1.20320332050323,1.71702110767365,0.662248313426971,0.613814949989319,-0.953374087810516,-0.454824090003967,0.678843379020691,-0.527637660503387,-0.734191477298737,-0.783366680145264,-0.210667133331299,-0.200442165136337,0.60658073425293,Thyroid
GSM1185644,6.34308576583862,-19.0307960510254,-13.7956218719482,12.0959882736206,-1.98305559158325,29.3984622955322,-13.315824508667,9.61252117156982,-34.5748710632324,14.79368019104,-0.140907108783722,-0.0713064074516296,-0.820069491863251,2.22063946723938,0.0535530596971512,0.342915445566177,2.24794602394104,-5.14490175247192,0.00126196071505547,1.01706671714783,0.901974737644196,0.129038870334625,-1.38068962097168,-0.372818171977997,-0.929033160209656,-1.97010636329651,0.400643736124039,-1.26833641529083,0.374424815177917,-1.81152367591858,0.352133691310883,-0.773172736167908,0.769290804862976,0.430590987205505,-0.26286643743515,-0.738697469234467,-0.11009693145752,-0.642634928226471,0.676717042922974,0.298147767782211,1.31430995464325,-1.96936702728271,-0.136491864919662,0.979843080043793,-0.55130922794342,-0.757022321224213,-0.627026557922363,-0.00766783952713013,-0.848084270954132,-0.0232490859925747,Thyroid
